CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
01001,L'Abergement-Clémenciat,313,795.5,22679,,,,,,,,,,,,,,,,,,,,,,,,
01002,L'Abergement-de-Varey,101,248,24382.0833333333,,,,,,,,,,,,,,,,,,,,,,,,
01004,Ambérieu-en-Bugey,6363,14228,19721,49,17,19,22,22,15,9,,5,28,73,66,3.3,3.7,27,8.8,6.9,2.8,2.1,2,-15.7,10457.0833333333,33880.5555555556,3.23996227968814
01005,Ambérieux-en-Dombes,633,1662.5,23378,,,,,,,,,,,,,,,,,,,,,,,,
01006,Ambléon,,,,,,,,,,,,,,,,,,,,,,,,,,,
01007,Ambronay,1087,2684,22146.4516129032,57,,,,,,,,,,75.5,70.5,2.5,2.6,27.2,8.1,4.2,2.4,1,0.8,-15,13947,34914.7826086957,2.50339016338249
01008,Ambutrix,297,736,24893.8095238095,,,,,,,,,,,,,,,,,,,,,,,,
01009,Andert-et-Condon,141,331,23088,,,,,,,,,,,,,,,,,,,,,,,,
01010,Anglefort,441,1061.5,22880.5555555556,,,,,,,,,,,,,,,,,,,,,,,,
01011,Apremont,143,364.5,23246.0869565217,,,,,,,,,,,,,,,,,,,,,,,,
01012,Aranc,149,329,21178.1190476191,,,,,,,,,,,,,,,,,,,,,,,,
01013,Arandas,65,143,18244,,,,,,,,,,,,,,,,,,,,,,,,
01014,Arbent,1314,3447,20158,52,12,,,,,,,,24,71.1,65.5,3.5,2.1,29,13.2,4.7,2.3,1.4,1.1,-18,11999.4444444444,35545.7142857143,2.96227999973544
01015,Arboys en Bugey,289,667.5,22357,,,,,,,,,,,,,,,,,,,,,,,,
01016,Arbigny,176,468.5,20405.9574468085,,,,,,,,,,,,,,,,,,,,,,,,
01017,Argis,198,430.5,18831,,,,,,,,,,,,,,,,,,,,,,,,
01019,Armix,,,,,,,,,,,,,,,,,,,,,,,,,,,
01021,Ars-sur-Formans,496,1290,23152.8571428571,,,,,,,,,,,,,,,,,,,,,,,,
01022,Artemare,562,1195.5,19845,,,,,,,,,,,,,,,,,,,,,,,,
01023,Asnières-sur-Saône,,,,,,,,,,,,,,,,,,,,,,,,,,,
01024,Attignat,1263,3254,21977.1428571429,58,,,,,,,,,,79.5,72.7,2.3,4.5,25.1,7.1,3.9,2.5,0.7,0.7,-15.6,14182,34394,2.42518685657876
01025,Bâgé-Dommartin,1544,4151,21970.6666666667,55,6,,,,,,,,,79.6,71.9,2.4,5.2,23,8.1,4.1,2.7,0.8,0.6,-14.8,13942,33091.9047619048,2.37354072313189
01026,Bâgé-le-Châtel,398,884.5,20722,,,,,,,,,,,,,,,,,,,,,,,,
01027,Balan,647,1812,23696.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01028,Baneins,225,600,22508.8,,,,,,,,,,,,,,,,,,,,,,,,
01029,Beaupont,256,613.5,19568,,,,,,,,,,,,,,,,,,,,,,,,
01030,Beauregard,363,884.5,21003,,,,,,,,,,,,,,,,,,,,,,,,
01031,Bellignat,1559,3555,18916.0714285714,47,19,,33,,,,,,31,67.6,62.3,3.3,2,29.8,9.8,7.6,3.1,2.3,2.2,-14.8,10216.5384615385,34472.6666666667,3.37420221109563
01032,Béligneux,1167,3260.5,20826,51,8,,,,,,,,,81.3,75.6,3.3,2.4,21.4,6.5,5.5,3.6,0.9,1,-14.7,13348.2608695652,34041.3333333333,2.55024483458736
01033,Valserhône,6472,15255,21405.2380952381,45,16,18,18,20,16,13,,7,27,78.2,71.4,4.3,2.5,23.9,7.2,4.6,1.9,1.5,1.2,-13.9,10533.5294117647,45125.3333333333,4.2839708866179
01034,Belley,4003,8758,18818,45,19,,21,24,17,15,,8,29,65.5,57.9,3.3,4.3,32.4,9.7,7.4,2.7,2.7,2,-15,10365.7142857143,32880.6896551724,3.17206212219139
01035,Belleydoux,143,319,22077.7333333333,,,,,,,,,,,,,,,,,,,,,,,,
01036,Valromey-sur-Séran,579,1311,21142.4,,,,,,,,,,,,,,,,,,,,,,,,
01037,Bénonces,116,272,20662.5925925926,,,,,,,,,,,,,,,,,,,,,,,,
01038,Bény,308,769.5,21909.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01039,Béon,199,477,20663,,,,,,,,,,,,,,,,,,,,,,,,
01040,Béréziat,181,486.5,20759.5238095238,,,,,,,,,,,,,,,,,,,,,,,,
01041,Bettant,326,794.5,22408.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01042,Bey,113,295,24139.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01043,Beynost,1774,4672.5,26233,69,5,,,,,,,,,78.7,70.7,2.5,5.5,25.9,12,2.7,1.7,0.5,0.5,-19.3,15268,45707.6666666667,2.99369050737927
01044,Billiat,224,555,25119.5,,,,,,,,,,,,,,,,,,,,,,,,
01045,Birieux,99,298,24397.5,,,,,,,,,,,,,,,,,,,,,,,,
01046,Biziat,331,873.5,21490.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01047,Blyes,373,1033.5,25808.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01049,La Boisse,1177,3153,24686,66,,,,,,,,,,80.8,74.6,2.5,3.7,23.6,9.6,3,2,0.6,0.4,-17,14860,39262,2.6421265141319
01050,Boissey,126,339,19861.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01051,Bolozon,,,,,,,,,,,,,,,,,,,,,,,,,,,
01052,Bouligneux,130,313.5,25697.2,,,,,,,,,,,,,,,,,,,,,,,,
01053,Bourg-en-Bresse,18601,38014.5,18249.2857142857,46,22,27,28,26,22,15,9,5,32,64.6,57.5,3.4,3.7,33.4,9.5,8.2,2.6,3,2.5,-15.7,9790,33774,3.44984678243105
01054,Bourg-Saint-Christophe,510,1400.5,25382,,,,,,,,,,,,,,,,,,,,,,,,
01056,Boyeux-Saint-Jérôme,144,347.5,20805.4166666667,,,,,,,,,,,,,,,,,,,,,,,,
01057,Boz,199,502,20777.7777777778,,,,,,,,,,,,,,,,,,,,,,,,
01058,Brégnier-Cordon,337,826.5,20812.380952381,,,,,,,,,,,,,,,,,,,,,,,,
01060,Brénod,224,497,23065.5,,,,,,,,,,,,,,,,,,,,,,,,
01061,Brens,435,1195.5,22615.7692307692,,,,,,,,,,,,,,,,,,,,,,,,
01062,Bressolles,338,917,25953.4782608696,,,,,,,,,,,,,,,,,,,,,,,,
01063,Brion,211,494.5,24311.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01064,Briord,412,1010,21123.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01065,Buellas,720,1831.5,24043.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01066,La Burbanche,,,,,,,,,,,,,,,,,,,,,,,,,,,
01067,Ceignes,101,250,22145.7142857143,,,,,,,,,,,,,,,,,,,,,,,,
01068,Cerdon,300,695,19880,,,,,,,,,,,,,,,,,,,,,,,,
01069,Certines,606,1500.5,22985,,,,,,,,,,,,,,,,,,,,,,,,
01071,Cessy,1681,4238,39100.5555555556,61,8,,,,,,,,,95.9,90,3.2,2.7,14.5,6.4,0.9,0.4,0.3,0.2,-17.7,14398.6666666667,79857.8260869565,5.54619590380752
01072,Ceyzériat,1277,3039.5,22805.8333333333,64,,,,,,,,,,76.1,67.6,2.3,6.2,27.8,10.1,3.8,2.1,1,0.7,-17.8,14314.8571428571,39252.6666666667,2.74209279736005
01073,Ceyzérieu,444,1033,22682,,,,,,,,,,,,,,,,,,,,,,,,
01074,Chalamont,976,2338,21290,49,11,,,,,,,,,78.7,71.4,3,4.2,22.8,9.2,4.5,2.5,1.1,1,-15.2,12344.6153846154,33461.3333333333,2.71060152874709
01075,Chaleins,495,1370,23195.2086956522,,,,,,,,,,,,,,,,,,,,,,,,
01076,Chaley,76,146,20438.8333333333,,,,,,,,,,,,,,,,,,,,,,,,
01077,Challes-la-Montagne,91,190,21320.4347826087,,,,,,,,,,,,,,,,,,,,,,,,
01078,Challex,504,1236.5,42084.5,,,,,,,,,,,,,,,,,,,,,,,,
01079,Champagne-en-Valromey,311,709,20290,,,,,,,,,,,,,,,,,,,,,,,,
01080,Champdor-Corcelles,282,665,21599,,,,,,,,,,,,,,,,,,,,,,,,
01081,Champfromier,299,689.5,22962.4,,,,,,,,,,,,,,,,,,,,,,,,
01082,Chanay,219,540,23821.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01083,Chaneins,343,929.5,22744,,,,,,,,,,,,,,,,,,,,,,,,
01084,Chanoz-Châtenay,314,847.5,20934.2857142857,,,,,,,,,,,,,,,,,,,,,,,,
01085,La Chapelle-du-Châtelard,145,392.5,21769,,,,,,,,,,,,,,,,,,,,,,,,
01087,Charix,116,284.5,24140.5555555556,,,,,,,,,,,,,,,,,,,,,,,,
01088,Charnoz-sur-Ain,353,941.5,25692.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01089,Château-Gaillard,822,2221.5,21886.4,57,,,,,,,,,,81,74.5,2.9,3.7,21.1,7.5,4.6,3,0.7,0.9,-14.2,12947.2,33312.6666666667,2.5729630087329
01090,Châtenay,144,347.5,22320,,,,,,,,,,,,,,,,,,,,,,,,
01092,Châtillon-la-Palud,627,1634,23277.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
01093,Châtillon-sur-Chalaronne,2153,4628,20848.6666666667,51,10,,,,,,,,16,66.9,59.8,2.7,4.5,33.1,10.5,5,2.1,1.5,1.4,-15.5,12730.6666666667,35025.5,2.75126989945538
01094,Chavannes-sur-Reyssouze,312,752,20651.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01095,Nivigne et Suran,331,786,20241.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01096,Chaveyriat,381,1011.5,21556,,,,,,,,,,,,,,,,,,,,,,,,
01098,Chazey-Bons,444,1115,20509.5238095238,,,,,,,,,,,,,,,,,,,,,,,,
01099,Chazey-sur-Ain,632,1558,24182,,,,,,,,,,,,,,,,,,,,,,,,
01100,Cheignieu-la-Balme,72,141.5,20032.6315789474,,,,,,,,,,,,,,,,,,,,,,,,
01101,Chevillard,67,162,25300.4285714286,,,,,,,,,,,,,,,,,,,,,,,,
01102,Chevroux,361,939,21651.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01103,Chevry,590,1461.5,39235.6521739131,,,,,,,,,,,,,,,,,,,,,,,,
01104,Chézery-Forens,187,437,24774.8,,,,,,,,,,,,,,,,,,,,,,,,
01105,Civrieux,624,1716.5,25782.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01106,Cize,70,160,21393.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01107,Cleyzieu,61,127,21660,,,,,,,,,,,,,,,,,,,,,,,,
01108,Coligny,516,1103.5,20576,,,,,,,,,,,,,,,,,,,,,,,,
01109,Collonges,737,1914.5,31876,,,,,,,,,,,,,,,,,,,,,,,,
01110,Colomieu,70,155,20112.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01111,Conand,51,123,19723.8095238095,,,,,,,,,,,,,,,,,,,,,,,,
01112,Condamine,162,432,21874,,,,,,,,,,,,,,,,,,,,,,,,
01113,Condeissiat,336,825.5,19951.1111111111,,,,,,,,,,,,,,,,,,,,,,,,
01114,Confort,213,541,27677.75,,,,,,,,,,,,,,,,,,,,,,,,
01115,Confrançon,543,1339.5,20859,,,,,,,,,,,,,,,,,,,,,,,,
01116,Contrevoz,211,500.5,21717.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01117,Conzieu,56,154,18354.875,,,,,,,,,,,,,,,,,,,,,,,,
01118,Corbonod,438,1048,24204,,,,,,,,,,,,,,,,,,,,,,,,
01121,Corlier,41,105.5,19896,,,,,,,,,,,,,,,,,,,,,,,,
01123,Cormoranche-sur-Saône,432,1157.5,23005.652173913,,,,,,,,,,,,,,,,,,,,,,,,
01124,Cormoz,293,660,20591.9047619048,,,,,,,,,,,,,,,,,,,,,,,,
01125,Corveissiat,258,620.5,21892.1739130435,,,,,,,,,,,,,,,,,,,,,,,,
01127,Courmangoux,214,484,23059.6,,,,,,,,,,,,,,,,,,,,,,,,
01128,Courtes,123,297,19992,,,,,,,,,,,,,,,,,,,,,,,,
01129,Crans,111,276.5,21660,,,,,,,,,,,,,,,,,,,,,,,,
01130,Bresse Vallons,858,2287.5,21828,56,,,,,,,,,,78.8,71.6,2.2,5,23.3,8.3,4,2.9,0.6,0.5,-14.4,14119.1666666667,33101.724137931,2.34445310544279
01133,Cressin-Rochefort,170,441.5,22578,,,,,,,,,,,,,,,,,,,,,,,,
01134,Crottet,698,1795,22457.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01135,Crozet,670,1835.5,38347.6,,,,,,,,,,,,,,,,,,,,,,,,
01136,Cruzilles-lès-Mépillat,330,900.5,22133.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01138,Culoz,1244,2809.5,19460,47,15,,,,,,,,30,67,60.8,3.8,2.4,32.4,7.6,5.9,2.7,1.7,1.5,-12.9,11170.5,31675.3333333333,2.83562359190129
01139,Curciat-Dongalon,196,444.5,18522,,,,,,,,,,,,,,,,,,,,,,,,
01140,Curtafond,295,755.5,22356.5,,,,,,,,,,,,,,,,,,,,,,,,
01141,Cuzieu,178,440.5,23300,,,,,,,,,,,,,,,,,,,,,,,,
01142,Dagneux,1800,4826.5,22912.6666666667,61,7,,,,,,,,13,80.8,74.8,3.2,2.8,21.7,8.8,4.4,2.6,0.9,0.9,-15.7,14014.7619047619,36398.0952380952,2.59712547993612
01143,Divonne-les-Bains,3665,8622,43324.8,67,10,,,8,14,,,7,13,95.3,89.2,3,3,16.4,8.9,0.7,0.2,0.3,0.2,-21.3,13074,105716.111111111,8.08598065711421
01145,Dompierre-sur-Veyle,484,1168.5,20832.1428571429,,,,,,,,,,,,,,,,,,,,,,,,
01146,Dompierre-sur-Chalaronne,158,445.5,22262.7777777778,,,,,,,,,,,,,,,,,,,,,,,,
01147,Domsure,194,478,19995.7692307692,,,,,,,,,,,,,,,,,,,,,,,,
01148,Dortan,775,1857,21717.8333333333,,,,,,,,,,,,,,,,,,,,,,,,
01149,Douvres,434,1091.5,24938.4615384615,,,,,,,,,,,,,,,,,,,,,,,,
01150,Drom,90,215.5,21995.4545454545,,,,,,,,,,,,,,,,,,,,,,,,
01151,Druillat,481,1150.5,22102,,,,,,,,,,,,,,,,,,,,,,,,
01152,Échallon,296,754,25155.5714285714,,,,,,,,,,,,,,,,,,,,,,,,
01153,Échenevex,664,1860,47217.8666666667,,,,,,,,,,,,,,,,,,,,,,,,
01155,Évosges,63,146,21078.9838709677,,,,,,,,,,,,,,,,,,,,,,,,
01156,Faramans,288,791,23749.2857142857,,,,,,,,,,,,,,,,,,,,,,,,
01157,Fareins,867,2264.5,24723.4615384615,63,,,,,,,,,,74.6,68.4,2.9,3.2,26.6,14.6,2.7,1.8,0.5,0.4,-18.5,15235.8333333333,42113.6,2.7641152983646
01158,Farges,334,872.5,34414.6428571429,,,,,,,,,,,,,,,,,,,,,,,,
01159,Feillens,1432,3442,21822,58,7,,,,,,,,,75.8,67.9,2.2,5.7,25.8,10.6,3.6,2.1,0.8,0.7,-15.8,13701,35836.6666666667,2.61562416368635
01160,Ferney-Voltaire,3121,6647,26579.3333333333,44,22,,23,24,26,,,15,27,82.3,77.4,3.3,1.5,23.1,9.5,2.4,0.8,0.8,0.7,-17.3,7311.5,70676.9230769231,9.66654217013241
01162,Flaxieu,,,,,,,,,,,,,,,,,,,,,,,,,,,
01163,Foissiat,826,2033,21330,48,,,,,,,,,,73.1,65.2,2.5,5.5,27.7,9.2,4,2.4,0.9,0.8,-14,13154,33485.3333333333,2.54563884243069
01165,Francheleins,565,1612.5,23034,,,,,,,,,,,,,,,,,,,,,,,,
01166,Frans,891,2417.5,24399.6666666667,65,,,,,,,,,,80.2,72.6,2.5,5.1,23.7,10,2.9,1.8,0.5,0.5,-16.8,15447.3333333333,37312.1212121212,2.41544093125812
01167,Garnerans,263,689,22641.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01169,Genouilleux,231,643.5,23166.8,,,,,,,,,,,,,,,,,,,,,,,,
01170,Béard-Géovreissiat,373,1087,21122,,,,,,,,,,,,,,,,,,,,,,,,
01171,Géovreisset,321,932,22391.4285714286,,,,,,,,,,,,,,,,,,,,,,,,
01173,Gex,4894,11275.5,32304.2857142857,60,11,,8,13,13,,,7,15,99.4,93.7,3.4,2.3,11,5.6,2,0.8,0.6,0.6,-18,11719.4444444444,68949,5.88329936003792
01174,Giron,69,157,21643.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01175,Gorrevod,337,837.5,20351,,,,,,,,,,,,,,,,,,,,,,,,
01177,Grand-Corent,82,176,23120.8333333333,,,,,,,,,,,,,,,,,,,,,,,,
01179,Grièges,812,1957.5,22504.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01180,Grilly,260,647.5,45126.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01181,Groissiat,429,1209.5,22551.9230769231,,,,,,,,,,,,,,,,,,,,,,,,
01183,Guéreins,553,1462,23559.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01184,Hautecourt-Romanèche,349,806,20962.8571428571,,,,,,,,,,,,,,,,,,,,,,,,
01185,Plateau d'Hauteville,2008,4107.5,21040.5,53,10,,,,,,,,20,64.4,56.1,2.9,5.4,36.3,9.3,4.8,1.7,1.8,1.3,-14.8,12457,34773.9130434783,2.79151585802988
01187,Haut Valromey,311,680,20419.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01188,Illiat,237,670.5,22645,,,,,,,,,,,,,,,,,,,,,,,,
01189,Injoux-Génissiat,431,1052,26495.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01190,Innimond,,,,,,,,,,,,,,,,,,,,,,,,,,,
01191,Izenave,72,164,21624.4880952381,,,,,,,,,,,,,,,,,,,,,,,,
01192,Izernore,896,2243,21531.9166666667,59,,,,,,,,,,80.5,73.2,3.5,3.8,21.2,8.6,4.4,2.3,0.9,1.1,-14.7,13230.9677419355,32783.8888888889,2.47781489066597
01193,Izieu,95,199,21748,,,,,,,,,,,,,,,,,,,,,,,,
01194,Jassans-Riottier,2554,6172.5,21516.6666666667,53,11,,,,,,,5,21,74.1,67.2,3.3,3.5,28.9,7.5,4.8,2.3,1.2,1.3,-15.3,12320,34857,2.82930194805195
01195,Jasseron,657,1670,23180,,,,,,,,,,,,,,,,,,,,,,,,
01196,Jayat,434,1147,21125.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01197,Journans,154,353,25521,,,,,,,,,,,,,,,,,,,,,,,,
01198,Joyeux,97,245,21656.8888888889,,,,,,,,,,,,,,,,,,,,,,,,
01199,Jujurieux,885,2030,20566,49,,,,,,,,,,75.4,68.7,3,3.7,26.5,7.6,4.8,2.6,1,1.1,-14.3,12607.2,33642.8571428572,2.66854314541351
01200,Labalme,74,190,20601.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01202,Lagnieu,3095,7123,21627.3333333333,53,10,,,12,,,,,19,73.6,66.3,3.2,4,28.6,8.2,4.8,2.3,1.3,1.2,-15.2,12623.75,35432,2.80677294781662
01203,Laiz,480,1237,21998.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01204,Le Poizat-Lalleyriat,265,648,23249.0476190476,,,,,,,,,,,,,,,,,,,,,,,,
01206,Lantenay,118,293,23922.6923076923,,,,,,,,,,,,,,,,,,,,,,,,
01207,Lapeyrouse,112,321,24647.5,,,,,,,,,,,,,,,,,,,,,,,,
01208,Lavours,65,133,20849,,,,,,,,,,,,,,,,,,,,,,,,
01209,Léaz,251,668.5,28474.5833333333,,,,,,,,,,,,,,,,,,,,,,,,
01210,Lélex,88,177,22281,,,,,,,,,,,,,,,,,,,,,,,,
01211,Lent,600,1423,22232.75,,,,,,,,,,,,,,,,,,,,,,,,
01212,Lescheroux,285,692.5,19566.7857142857,,,,,,,,,,,,,,,,,,,,,,,,
01213,Leyment,495,1360,22004.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01214,Leyssard,70,143.5,22479,,,,,,,,,,,,,,,,,,,,,,,,
01215,Surjoux-Lhopital,60,132,23639,,,,,,,,,,,,,,,,,,,,,,,,
01216,Lhuis,353,823.5,20981.9047619048,,,,,,,,,,,,,,,,,,,,,,,,
01219,Lompnas,73,165.5,15455,,,,,,,,,,,,,,,,,,,,,,,,
01224,Loyettes,1209,3194,21234.3271221532,51,9,,,,,,,,,79.8,74.1,3.1,2.7,22.1,7.6,4.9,3.2,0.9,0.8,-14.4,12769.0476190476,32646.6666666667,2.55670333768413
01225,Lurcy,156,408.5,24846.9565217391,,,,,,,,,,,,,,,,,,,,,,,,
01227,Magnieu,254,620,21920,,,,,,,,,,,,,,,,,,,,,,,,
01228,Maillat,256,628,22989.1304347826,,,,,,,,,,,,,,,,,,,,,,,,
01229,Malafretaz,494,1182,21420,,,,,,,,,,,,,,,,,,,,,,,,
01230,Mantenay-Montlin,134,313.5,19246.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01231,Manziat,814,2058.5,22719.5238095238,60,,,,,,,,,,73.3,65.1,1.5,6.6,26.8,13.2,3.1,2.2,0.4,0.5,-16.4,14791.3333333333,34471.9047619048,2.33054748919895
01232,Marboz,921,2171,21587.4074074074,52,,,,,,,,,,69.5,61.1,2.2,6.1,32.5,9.4,3.9,2,1,0.8,-15.3,13320,34160.6666666667,2.56461461461461
01233,Marchamp,58,126,22061.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01234,Marignieu,69,153.5,23406.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01235,Marlieux,417,1049.5,20960,,,,,,,,,,,,,,,,,,,,,,,,
01236,Marsonnas,399,978,21475.4166666667,,,,,,,,,,,,,,,,,,,,,,,,
01237,Martignat,616,1699,20498,,,,,,,,,,,,,,,,,,,,,,,,
01238,Massieux,964,2642,25812.6666666667,70,,,,,,,,,,80.1,73.2,3,4,25,9.4,2.5,1.7,0.4,0.4,-17,15640.4761904762,40792,2.60810473435835
01239,Massignieu-de-Rives,256,626.5,22740,,,,,,,,,,,,,,,,,,,,,,,,
01240,Matafelon-Granges,276,666.5,22167.2222222222,,,,,,,,,,,,,,,,,,,,,,,,
01241,Meillonnas,545,1279,23621.25,,,,,,,,,,,,,,,,,,,,,,,,
01242,Mérignat,49,108,18666,,,,,,,,,,,,,,,,,,,,,,,,
01243,Messimy-sur-Saône,477,1266.5,24393.0769230769,,,,,,,,,,,,,,,,,,,,,,,,
01244,Meximieux,3182,7609.5,22334.5,55,11,,,12,,,,,20,80.8,75.1,2.9,2.9,22.7,6.8,5.2,2.5,1.4,1.3,-15.5,12165.5,38046,3.12736837778965
01245,Bohas-Meyriat-Rignat,387,932,22882,,,,,,,,,,,,,,,,,,,,,,,,
01246,Mézériat,871,2139,21530,51,10,,,,,,,,,70.1,62.7,2.8,4.6,30.5,8.6,5.1,2.8,1.2,1.2,-14.3,12316,32658,2.65167262098084
01247,Mijoux,135,320.5,27065,,,,,,,,,,,,,,,,,,,,,,,,
01248,Mionnay,806,2268.5,26487.3333333333,70,,,,,,,,,,87.3,79.8,2.6,4.9,19.7,8.2,2.3,1.5,0.4,0.4,-17.5,15896.5,42467.3333333333,2.67148953123853
01249,Miribel,3782,9176.5,24033.3333333333,63,8,,,10,,,,,16,78.8,72.3,2.7,3.8,23.8,10.7,3.8,2,1,0.9,-17.1,13324.6153846154,40007.3333333333,3.00251318169572
01250,Misérieux,658,1856,24855,,,,,,,,,,,,,,,,,,,,,,,,
01252,Mogneneins,302,797,23380,,,,,,,,,,,,,,,,,,,,,,,,
01254,Montagnat,778,2057.5,25418.6666666667,71,,,,,,,,,,79.4,72.2,1.9,5.3,26.2,11.4,2.4,1.7,0.3,0.4,-19.4,15692.6666666667,43865.3333333333,2.79527592506054
01255,Montagnieu,249,583,20675.4589371981,,,,,,,,,,,,,,,,,,,,,,,,
01257,Montanges,133,335,25520.8333333333,,,,,,,,,,,,,,,,,,,,,,,,
01258,Montceaux,445,1235,24066.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01259,Montcet,247,691.5,22742.8,,,,,,,,,,,,,,,,,,,,,,,,
01260,Le Montellier,106,284,24780.9523809524,,,,,,,,,,,,,,,,,,,,,,,,
01261,Monthieux,240,671.5,24479.5238095238,,,,,,,,,,,,,,,,,,,,,,,,
01262,Montluel,2836,6938.5,21097.1428571429,53,14,,16,15,,,,,27,78.6,71.9,3.3,3.4,23.1,8.3,5.6,2.7,1.5,1.4,-15.6,11654.1379310345,36074,3.09538124685623
01263,Montmerle-sur-Saône,1546,3852,23398.0952380952,61,6,,,,,,,,,74.4,67.7,2.5,4.2,27.9,11.3,3.5,2.1,0.7,0.7,-17.1,14095.5,38888,2.75889468270015
01264,Montracol,402,1044.5,21969.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01265,Montréal-la-Cluse,1459,3463,18803.7333333333,47,17,,,,,,,,26,74.3,67.7,4,2.5,25.7,7.6,6.4,2.8,1.9,1.8,-14,11197.3333333333,31711.3333333333,2.83204334365325
01266,Montrevel-en-Bresse,1077,2298,20812.5714285714,49,9,,,,,,,,,63,57.5,2.1,3.4,37,9.6,4.5,2,1.3,1.2,-14.1,12922,32121.2,2.48577619563535
01267,Nurieux-Volognat,400,1027,21759,,,,,,,,,,,,,,,,,,,,,,,,
01268,Murs-et-Gélignieux,102,250,21734,,,,,,,,,,,,,,,,,,,,,,,,
01269,Nantua,1394,3146,17052.380952381,41,26,,34,31,,,,,36,69.7,62.5,3.9,3.3,26.2,9.5,8.5,3.5,2.4,2.5,-13.9,9423.07692307692,32015,3.39751020408163
01272,Neuville-les-Dames,640,1475.5,20925.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01273,Neuville-sur-Ain,678,1683,20659.5238095238,,,,,,,,,,,,,,,,,,,,,,,,
01274,Les Neyrolles,234,622,19131.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01275,Neyron,998,2576.5,27144.6666666667,71,,,,,,,,,,80,70.7,1.9,7.4,23,18.6,2,1.2,0.4,0.4,-23.6,15886,53498,3.36761928742289
01276,Niévroz,552,1608,24331.5,,,,,,,,,,,,,,,,,,,,,,,,
01277,Nivollet-Montgriffon,58,118,21540,,,,,,,,,,,,,,,,,,,,,,,,
01279,Oncieu,,,,,,,,,,,,,,,,,,,,,,,,,,,
01280,Ordonnaz,75,152,20613.8095238095,,,,,,,,,,,,,,,,,,,,,,,,
01281,Ornex,1358,3365.5,34872,48,15,,,,,,,11,23,89.9,84.7,2.9,2.3,18,7.8,1.5,0.5,0.6,0.4,-17.2,8834,83092.380952381,9.40597475123171
01282,Outriaz,103,256,22884.6666666667,,,,,,,,,,,,,,,,,,,,,,,,
01283,Oyonnax,9248,22443.5,16947.9310344828,40,25,31,32,30,21,20,,9,36,68,60,5.1,2.9,28.4,8.8,9.1,3.7,2.8,2.6,-14.3,9405.71428571428,30198.6666666667,3.21067233697853
01284,Ozan,259,677.5,20230,,,,,,,,,,,,,,,,,,,,,,,,
01285,Parcieux,444,1223.5,27464,,,,,,,,,,,,,,,,,,,,,,,,
01286,Parves et Nattages,397,990.5,23963.3333333333,,,,,,,,,,,,,,,,,,,,,,,,
01288,Péron,874,2243,37138.9189189189,47,10,,,,,,,,,92.4,88.3,2.2,1.8,14.8,6.5,0.9,0.5,0.3,0.2,-14.6,12737.2222222222,76785.2380952381,6.0284131622728
